revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.264246153846154,0.0,0.0,55.17435897435898,3.202153846153846,1.59607,0.0,0.0,91.03333333333333,3.059,0.0,0.0,0.0,1.0,1.0,0
0,1.2861525,0.0,0.0,1.3208333333333333,1.101,1.14986,0.0,0.0,2.45,0.997,0.0,0.0,0.0,1.0,1.0,2
0,1.739324,0.0,0.0,28.895,2.7404,1.56507,0.0,0.0,27.3,3.931,0.0,0.0,0.0,1.0,0.0,1
0,0.0,0.0,0.0,9.115972222222224,2.896916666666667,0.0,0.0,0.0,5.2,8.814,0.0,0.0,0.0,1.0,0.0,0
0,1.5127133333333334,0.0,0.0,57.28888888888889,4.537333333333334,1.61093,0.0,0.0,87.76666666666667,4.381,1.0,0.0,0.0,1.0,0.0,1
0,6.948460409090911,5.8241327583585685,0.1909090909090909,19.292348484848496,2.2616409090909078,11.8781,2.933619866284623,2.0,34.9,0.994,0.0,0.0,0.0,0.0,1.0,6
0,6.767248968652041,68.54106806867918,0.20689655172413798,15.619540229885056,2.5022727272727314,1.61379,0.0,0.0,20.033333333333335,4.323,1.0,0.0,0.0,1.0,1.0,0
0,0.4840820289855073,0.0,0.0,24.597584541062794,1.1420289855072463,0.0,0.0,0.0,0.1,1.163,0.0,0.0,0.0,0.0,1.0,6
0,3.21615489473684,3.41765749647064,0.19298245614035087,18.834210526315793,3.9226491228070177,1.21643,0.0,0.0,2.533333333333333,0.204,0.0,0.0,0.0,1.0,0.0,2
0,0.0,2.513603241573784,0.12643678160919544,17.9904214559387,3.111643678160919,0.0,0.0,0.0,23.116666666666667,2.932,0.0,1.0,1.0,1.0,0.0,2
